city,city_ascii,country,latitude,longitude,population
Stavanger,Stavanger,Norway,58.97,5.68,173132
Ontario,Ontario,United States,34.0393,-117.6064,173212
Simla,Simla,India,31.1,77.1666,173503
Bida,Bida,Nigeria,9.0804,6.01,173849
Obihiro,Obihiro,Japan,42.9304,143.17,173890
Saida,Saida,Lebanon,33.563,35.3688,173894
Puerto Cabello,Puerto Cabello,Venezuela,10.4704,-68.17,174000
Bo,Bo,Sierra Leone,7.97,-11.74,174354
George,George,South Africa,-33.95,22.45,174582
Puerto Montt,Puerto Montt,Chile,-41.47,-72.93,174629
Tomakomai,Tomakomai,Japan,42.6504,141.55,174806
Vancouver,Vancouver,United States,45.6352,-122.5972,174826
Garden Grove,Garden Grove,United States,33.7787,-117.9601,174858
Hirosaki,Hirosaki,Japan,40.57,140.47,174972
As Samawah,As Samawah,Iraq,31.3099,45.2803,174978
Harar,Harar,Ethiopia,9.32,42.15,174994
Sirjan,Sirjan,Iran,29.47,55.73,175000
Yangmei,Yangmei,Taiwan,24.9167,121.15,175000
Taitung,Taitung,Taiwan,22.7554,121.14,175000
Hemet,Hemet,United States,33.7352,-116.9946,175066
Entebbe,Entebbe,Uganda,0.0604,32.46,175128
Bose,Bose,China,23.8997,106.6133,175282
Suva,Suva,Fiji,-18.133,178.4417,175399
Les Cayes,Les Cayes,Haiti,18.2004,-73.75,175457
Oceanside,Oceanside,United States,33.2247,-117.3083,175464
Modena,Modena,Italy,44.65,10.92,175502
Saveh,Saveh,Iran,35.0218,50.3314,175533
Turku,Turku,Finland,60.4539,22.255,175945
Salatiga,Salatiga,Indonesia,-7.3095,110.4901,176000
Santa Cruz,Santa Cruz,United States,36.9788,-122.0346,176037
Regina,Regina,Canada,50.45,-104.617,176183
Ouargla,Ouargla,Algeria,31.97,5.34,176271
Yuzhno Sakhalinsk,Yuzhno Sakhalinsk,Russia,46.965,142.74,176484
Rancho Cucamonga,Rancho Cucamonga,United States,34.1246,-117.5662,176534
Letpadan,Letpadan,Burma,17.7819,95.7415,176571
Malayer,Malayer,Iran,34.32,48.85,176573
Danbury,Danbury,United States,41.4016,-73.471,176649
Alappuzha,Alappuzha,India,9.5004,76.37,176783
Nyíregyháza,Nyiregyhaza,Hungary,47.9653,21.7187,176880
Kadugli,Kadugli,Sudan,11.01,29.7,176931
Vellore,Vellore,India,12.9204,79.15,177081
Treviso,Treviso,Italy,45.67,12.24,177309
High Point,High Point,United States,35.9899,-79.9937,177412
El Oued,El Oued,Algeria,33.3704,6.86,177497
Sioux Falls,Sioux Falls,United States,43.5382,-96.7315,177629
Ar Raqqah,Ar Raqqah,Syria,35.9304,39.02,177636
Termiz,Termiz,Uzbekistan,37.2329,67.2729,177687
Korhogo,Korhogo,C𴥠DӉvoire,9.46,-5.64,177711
Teziutlán,Teziutlan,Mexico,19.8204,-97.36,177796
Nogales,Nogales,Mexico,31.305,-110.945,178097
Gastonia,Gastonia,United States,35.2495,-81.1856,178477
Sangolquí,Sangolqui,Ecuador,-0.31,-78.46,178582
Boma,Boma,Congo (Kinshasa),-5.83,13.05,178638
El Arish,El Arish,Egypt,31.1249,33.8006,178651
Mary,Mary,Turkmenistan,37.6,61.8333,178708
Fort Lauderdale,Fort Lauderdale,United States,26.1412,-80.1464,178752
Si Racha,Si Racha,Thailand,13.159,100.9287,178916
Klerksdorp,Klerksdorp,South Africa,-26.88,26.62,178921
Sittwe,Sittwe,Burma,20.14,92.88,179032
Vizianagaram,Vizianagaram,India,18.1204,83.5,179358
Clarksville,Clarksville,United States,36.5696,-87.3428,179367
Almería,Almeria,Spain,36.8303,-2.43,179405
Passo Fundo,Passo Fundo,Brazil,-28.25,-52.42,179529
Varamin,Varamin,Iran,35.3166,51.6466,179603
Phan Rang,Phan Rang,Vietnam,11.567,108.9833,179773
Potosí,Potosi,Bolivia,-19.5696,-65.75,179901
Lorain,Lorain,United States,41.4409,-82.184,179926
Balkh,Balkh,Afghanistan,36.7501,66.8997,179969
Zhaodong,Zhaodong,China,46.0804,125.98,179980
Obuasi,Obuasi,Ghana,6.1904,-1.66,180117
Tangail,Tangail,Bangladesh,24.25,89.92,180144
Rio Claro,Rio Claro,Brazil,-22.41,-47.56,180147
Zuwarah,Zuwarah,Libya,32.9344,12.0791,180310
Reggio di Calabria,Reggio di Calabria,Italy,38.115,15.6414,180353
El Jadida,El Jadida,Morocco,33.2604,-8.51,180470
Funtua,Funtua,Nigeria,11.5204,7.32,180475
Castello,Castello,Spain,39.9704,-0.05,180610
Gangneung,Gangneung,"Korea, South",37.7559,128.8962,180611
Hinthada,Hinthada,Burma,17.6483,95.4679,180728
Anda,Anda,China,46.4,125.32,181533
Sirsa,Sirsa,India,29.4904,75.03,181639
Probolinggo,Probolinggo,Indonesia,-7.7496,113.15,181656
Tonk,Tonk,India,26.1505,75.79,181734
Newport News,Newport News,United States,37.1052,-76.5185,181825
Chingola,Chingola,Zambia,-12.5396,27.85,182015
Barrie,Barrie,Canada,44.3838,-79.7,182041
Bahraich,Bahraich,India,27.6204,81.6699,182218
Biratnagar,Biratnagar,Nepal,26.4837,87.2833,182324
Chilpancingo,Chilpancingo,Mexico,17.55,-99.5,182387
Tempe,Tempe,United States,33.3881,-111.9318,182498
Kamensk Uralskiy,Kamensk Uralskiy,Russia,56.4205,61.935,182500
Pinrang,Pinrang,Indonesia,-3.7857,119.6522,182731
Atyrau,Atyrau,Kazakhstan,47.1127,51.92,182753
Shibin el Kom,Shibin el Kom,Egypt,30.592,30.9,182900
Bhusawal,Bhusawal,India,21.02,75.83,183001
Manta,Manta,Ecuador,-0.98,-80.73,183166
Mataró,Mataro,Spain,41.54,2.45,183293
Gweru,Gweru,Zimbabwe,-19.45,29.82,183358
Corum,Corum,Turkey,40.52,34.95,183418
Dese,Dese,Ethiopia,11.13,39.63,183802
Tarlac,Tarlac,Philippines,15.4838,120.5834,183930
Kutaisi,Kutaisi,Georgia,42.25,42.73,183945
Kramatorsk,Kramatorsk,Ukraine,48.7194,37.5344,184105
Fianarantsoa,Fianarantsoa,Madagascar,-21.4333,47.0833,184184
Tiarat,Tiarat,Algeria,35.3804,1.32,184195
Ruse,Ruse,Bulgaria,43.8537,25.9733,184270
Cedar Rapids,Cedar Rapids,United States,41.9667,-91.6781,184610
Mainz,Mainz,Germany,49.9825,8.2732,184997
Yei,Yei,South Sudan,4.0904,30.68,185000
Kütahya,Kutahya,Turkey,39.42,29.93,185008
Spartanburg,Spartanburg,United States,34.9437,-81.9256,185031
Jamaame,Jamaame,Somalia,0.0722,42.7506,185270
Waco,Waco,United States,31.5597,-97.1882,185680
Arica,Arica,Chile,-18.5,-70.29,185999
Ad Damazīn,Ad Damazin,Sudan,11.7704,34.35,186051
Madiun,Madiun,Indonesia,-7.6346,111.515,186099
Marbella,Marbella,Spain,36.5166,-4.8833,186131
Pécs,Pecs,Hungary,46.0804,18.22,186262
Hagerstown,Hagerstown,United States,39.6401,-77.7217,186377
Shendi,Shendi,Sudan,16.6805,33.42,186611
Cienfuegos,Cienfuegos,Cuba,22.1444,-80.4403,186644
San Cristobal de Las Casas,San Cristobal de Las Casas,Mexico,16.75,-92.6334,186661
Olsztyn,Olsztyn,Poland,53.8,20.48,186670
Manpo,Manpo,"Korea, North",41.1454,126.2958,186827
Pinar del Rio,Pinar del Rio,Cuba,22.4175,-83.6981,186990
Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,Brazil,-20.85,-41.13,187019
Gibraltar,Gibraltar,Gibraltar,36.1324,-5.3781,187083
Puerto Vallarta,Puerto Vallarta,Mexico,20.6771,-105.245,187134
Kimchaek,Kimchaek,"Korea, North",40.6723,129.2027,187270
Petropavlovsk Kamchatskiy,Petropavlovsk Kamchatskiy,Russia,53.062,158.623,187282
Ternate,Ternate,Indonesia,0.793,127.363,187521
Arapiraca,Arapiraca,Brazil,-9.75,-36.67,187668
Szeged,Szeged,Hungary,46.2504,20.15,187765
Rio Grande,Rio Grande,Brazil,-32.0495,-52.12,187838
Paarl,Paarl,South Africa,-33.6996,18.96,187865
Mostaganem,Mostaganem,Algeria,35.9404,0.09,188354
Angers,Angers,France,47.48,-0.53,188380
Nandyal,Nandyal,India,15.5204,78.48,188654
Catamarca,Catamarca,Argentina,-28.47,-65.78,188812
Parakou,Parakou,Benin,9.34,2.62,188853
Cork,Cork,Ireland,51.8986,-8.4958,188907
Quelimane,Quelimane,Mozambique,-17.88,36.89,188964
Overland Park,Overland Park,United States,38.8871,-94.6871,188966
Kabwe,Kabwe,Zambia,-14.44,28.45,188979
Mwene-Ditu,Mwene-Ditu,Congo (Kinshasa),-7,23.44,189177
Đồng Hới,Dong Hoi,Vietnam,17.4833,106.6,189265
Syzran,Syzran,Russia,53.17,48.48,189338
Aberdeen,Aberdeen,United Kingdom,57.1704,-2.08,189364
Sơn Tây,Son Tay,Vietnam,21.1382,105.505,189547
La Paz,La Paz,Mexico,24.14,-110.32,189767
Sadiqabad,Sadiqabad,Pakistan,28.3006,70.1302,189876
North Port,North Port,United States,27.0577,-82.1976,190003
St.-Denis,St.-Denis,Reunion,-20.8789,55.4481,190047
Caen,Caen,France,49.1838,-0.35,190099
Erie,Erie,United States,42.1167,-80.0731,190443
Butuan,Butuan,Philippines,8.9495,125.5436,190557
Grand Prairie,Grand Prairie,United States,32.6869,-97.0209,190682
Norwich,Norwich,United Kingdom,52.6304,1.3,190756
Bhiwani,Bhiwani,India,28.81,76.125,190855
Waterbury,Waterbury,United States,41.5583,-73.0361,190855
Bridgetown,Bridgetown,Barbados,13.102,-59.6165,191152
Valera,Valera,Venezuela,9.32,-70.62,191167
Dhamar,Dhamar,Yemen,14.5575,44.3875,191259
Muar,Muar,Malaysia,2.0337,102.5666,191346
Zlatoust,Zlatoust,Russia,55.175,59.65,191366
Barrancabermeja,Barrancabermeja,Colombia,7.09,-73.85,191403
Ziguinchor,Ziguinchor,Senegal,12.59,-16.29,191716
Dunhua,Dunhua,China,43.3505,128.22,191870
Klaipėda,Klaipeda,Lithuania,55.7204,21.1199,192307
Bayamo,Bayamo,Cuba,20.3795,-76.6433,192632
Deltona,Deltona,United States,28.9051,-81.2134,192730
Ciudad Madero,Ciudad Madero,Mexico,22.3189,-97.8361,192736
Oxford,Oxford,United Kingdom,51.7704,-1.25,192796
Machilipatnam,Machilipatnam,India,16.2004,81.18,192827
Tarakan,Tarakan,Indonesia,3.3,117.633,193069
Salinas,Salinas,United States,36.6881,-121.6316,193126
Divinópolis,Divinopolis,Brazil,-20.1495,-44.9,193832
Bongor,Bongor,Chad,10.2859,15.3872,193941
Al Jahra,Al Jahra,Kuwait,29.3375,47.6581,194193
Severodvinsk,Severodvinsk,Russia,64.57,39.83,194292
Olympia,Olympia,United States,47.0417,-122.8958,194532
Brikama,Brikama,"Gambia, The",13.2804,-16.6599,195136
Coro,Coro,Venezuela,11.42,-69.68,195227
Nagaoka,Nagaoka,Japan,37.4504,138.86,195318
Iskandar,Iskandar,Uzbekistan,41.5507,69.6807,195633
Gandhinagar,Gandhinagar,India,23.3004,72.6399,195891
Burgas,Burgas,Bulgaria,42.5146,27.4746,195966
Engels,Engels,Russia,51.5004,46.12,196011
Reims,Reims,France,49.2504,4.03,196565
Porlamar,Porlamar,Venezuela,10.9604,-63.85,196934
Cartago,Cartago,Costa Rica,9.87,-83.93,196946
Kure,Kure,Japan,34.251,132.5656,196991
Burhanpur,Burhanpur,India,21.3004,76.13,197233
Gurgaon,Gurgaon,India,28.45,77.02,197340
El Tigre,El Tigre,Venezuela,8.8903,-64.26,197440
Proddatur,Proddatur,India,14.7504,78.57,197451
Talca,Talca,Chile,-35.455,-71.67,197479
Salamanca,Salamanca,Mexico,20.5704,-101.2,197524
Kōfu,Kofu,Japan,35.6504,138.5833,197540
Mbanza-Ngungu,Mbanza-Ngungu,Congo (Kinshasa),-5.2496,14.86,197545
Thanh Hóa,Thanh Hoa,Vietnam,19.82,105.8,197551
Gemena,Gemena,Congo (Kinshasa),3.26,19.77,198056
Martapura,Martapura,Indonesia,-3.4135,114.8365,198239
Huntington,Huntington,United States,38.4109,-82.4344,198419
Purnia,Purnia,India,25.7854,87.48,198453
Kushiro,Kushiro,Japan,42.975,144.3747,198566
Bulandshahr,Bulandshahr,India,28.4104,77.8484,198612
Gainesville,Gainesville,United States,29.6814,-82.3454,198702
Huangyan,Huangyan,China,28.65,121.25,198713
Aydın,Aydin,Turkey,37.85,27.85,198857
Saskatoon,Saskatoon,Canada,52.17,-106.67,198958
Bila Tserkva,Bila Tserkva,Ukraine,49.7743,30.1309,199163
Rashid,Rashid,Egypt,31.4604,30.39,199509
Armavir,Armavir,Russia,45.0004,41.13,199548
Balakovo,Balakovo,Russia,52.03,47.8,199572
Batu Pahat,Batu Pahat,Malaysia,1.8504,102.9333,199619
Taza,Taza,Morocco,34.2204,-4.02,199633
Bacău,Bacau,Romania,46.5784,26.9196,199668
Meymaneh,Meymaneh,Afghanistan,35.9302,64.7701,199795
Bergamo,Bergamo,Italy,45.7004,9.67,200000
Az Zawiyah,Az Zawiyah,Libya,32.7604,12.72,200000
Nema,Nema,Mauritania,16.6171,-7.25,200000
Pokhara,Pokhara,Nepal,28.264,83.972,200000
Moratuwa,Moratuwa,Sri Lanka,6.7804,79.88,200000
Zhubei,Zhubei,Taiwan,24.8333,121.0119,200000
Rivera,Rivera,Uruguay,-30.8996,-55.56,200000
Kasama,Kasama,Zambia,-10.1996,31.1799,200000
Huntington Beach,Huntington Beach,United States,33.696,-118.0023,200652
Haldia,Haldia,India,22.0257,88.0583,200762
Dindigul,Dindigul,India,10.38,78,200797
Yonkers,Yonkers,United States,40.9466,-73.8674,200807
Glendale,Glendale,United States,34.1818,-118.2468,200831
Puri,Puri,India,19.8204,85.9,201026
Aurora,Aurora,United States,41.7638,-88.2901,201110
Cartagena,Cartagena,Spain,37.6004,-0.98,201274
Gedaref,Gedaref,Sudan,14.04,35.38,201282
Sete Lagoas,Sete Lagoas,Brazil,-19.4496,-44.25,201334
Daşoguz,Dasoguz,Turkmenistan,41.84,59.965,201424
Lashkar Gah,Lashkar Gah,Afghanistan,31.583,64.36,201546
San Miguel,San Miguel,El Salvador,13.4833,-88.1833,201563
Pingzhen,Pingzhen,Taiwan,24.9439,121.2161,201632
Chiniot,Chiniot,Pakistan,31.72,72.98,201781
Minatitlán,Minatitlan,Mexico,17.9805,-94.53,201902
Al Khums,Al Khums,Libya,32.6604,14.26,201943
Pskov,Pskov,Russia,57.83,28.3299,201990
Taranto,Taranto,Italy,40.5084,17.23,202033
Angren,Angren,Uzbekistan,41.0304,70.1549,202070
Biskra,Biskra,Algeria,34.86,5.73,202103
Fargo,Fargo,United States,46.8654,-96.829,202146
Barisal,Barisal,Bangladesh,22.7004,90.375,202242
Mossoró,Mossoro,Brazil,-5.19,-37.34,202583
Khvoy,Khvoy,Iran,38.5304,44.97,202728
Djougou,Djougou,Benin,9.7004,1.68,202810
Ongole,Ongole,India,15.5604,80.05,202860
Rostock,Rostock,Germany,54.0704,12.15,203080
Edéa,Edea,Cameroon,3.8005,10.12,203149
Timon,Timon,Brazil,-5.115,-42.845,203157
Erfurt,Erfurt,Germany,50.9701,11.03,203254
Agartala,Agartala,India,23.8354,91.28,203264
Pisa,Pisa,Italy,43.7205,10.4,203336
Guaratinguetá,Guaratingueta,Brazil,-22.82,-45.19,203580
Lianxian,Lianxian,China,24.7815,112.3825,203639
Santa Barbara,Santa Barbara,United States,34.4285,-119.7202,203655
Las Tunas,Las Tunas,Cuba,20.9601,-76.9544,203684
Sibu,Sibu,Malaysia,2.303,111.843,203832
Salalah,Salalah,Oman,17.0255,54.0852,203877
Colón,Colon,Panama,9.365,-79.875,204000
Lampang,Lampang,Thailand,18.2916,99.4813,204081
Criciúma,Criciuma,Brazil,-28.68,-49.39,204217
Norwich,Norwich,United States,41.5495,-72.0882,204360
College Station,College Station,United States,30.5857,-96.296,204710
Funchal,Funchal,Portugal,32.65,-16.88,204767
São Carlos,Sao Carlos,Brazil,-22.02,-47.89,205035
Puqi,Puqi,China,29.7204,113.88,205164
Campeche,Campeche,Mexico,19.83,-90.5,205212
Jiutai,Jiutai,China,44.1447,125.8443,205399
Moreno Valley,Moreno Valley,United States,33.9244,-117.2045,205499
North Shore,North Shore,New Zealand,-36.7913,174.7758,205605
Amarillo,Amarillo,United States,35.1999,-101.8297,205821
Portland,Portland,United States,43.6772,-70.2713,206193
Kalemie,Kalemie,Congo (Kinshasa),-5.9333,29.2,206257
Salzburg,Salzburg,Austria,47.8105,13.04,206279
Korla,Korla,China,41.73,86.15,206373
Beer Sheva,Beer Sheva,Israel,31.25,34.83,206408
Yamoussoukro,Yamoussoukro,C𴥠DӉvoire,6.8184,-5.2755,206499
Bahir Dar,Bahir Dar,Ethiopia,11.6001,37.3833,206748
Laoag,Laoag,Philippines,18.1988,120.5936,207048
Pingliang,Pingliang,China,35.5304,106.6801,207256
Lobito,Lobito,Angola,-12.37,13.5412,207932
Waitakere,Waitakere,New Zealand,-36.8524,174.5543,208100
Hajjah,Hajjah,Yemen,15.6917,43.6021,208287
Gaborone,Gaborone,Botswana,-24.6463,25.9119,208411
La Romana,La Romana,Dominican Republic,18.417,-68.9666,208437
Bojnurd,Bojnurd,Iran,37.47,57.32,208582
Sidi bel Abbes,Sidi bel Abbes,Algeria,35.1903,-0.64,208604
Green Bay,Green Bay,United States,44.5151,-87.9895,208670
Santander,Santander,Spain,43.3805,-3.8,208763
Tema,Tema,Ghana,5.6404,0.01,209000
Ijebu Ode,Ijebu Ode,Nigeria,6.8204,3.92,209175
Rennes,Rennes,France,48.1,-1.67,209375
Sanming,Sanming,China,26.23,117.58,209444
Presidente Prudente,Presidente Prudente,Brazil,-22.12,-51.39,209502
Fontana,Fontana,United States,34.0967,-117.4599,209665
Oral,Oral,Kazakhstan,51.2711,51.335,209788
Thái Bình,Thai Binh,Vietnam,20.4503,106.333,210000
Pali,Pali,India,25.7904,73.3299,210103
Toamasina,Toamasina,Madagascar,-18.1818,49.405,210226
San-Pedro,San-Pedro,C𴥠DӉvoire,4.7704,-6.64,210273
Abha,Abha,Saudi Arabia,18.2301,42.5001,210886
Kırıkkale,Kirikkale,Turkey,39.8504,33.53,211138
Tacoma,Tacoma,United States,47.2431,-122.4531,211277
Marília,Marilia,Brazil,-22.21,-49.95,212218
Limbe,Limbe,Cameroon,4.0304,9.19,212474
Machala,Machala,Ecuador,-3.26,-79.96,213034
Nanping,Nanping,China,26.6304,118.17,213054
Brăila,Braila,Romania,45.292,27.969,213569
Bergen,Bergen,Norway,60.391,5.3245,213585
Portoviejo,Portoviejo,Ecuador,-1.06,-80.46,213601
Lutsk,Lutsk,Ukraine,50.7472,25.3334,213661
Oradea,Oradea,Romania,47.05,21.92,213830
Avondale,Avondale,United States,33.3858,-112.3236,214235
Bremerton,Bremerton,United States,47.5436,-122.7121,214549
Kalamazoo,Kalamazoo,United States,42.2749,-85.5882,214583
Split,Split,Croatia,43.5204,16.47,214741
Navoi,Navoi,Uzbekistan,40.1104,65.355,214828
Zamora,Zamora,Mexico,19.9804,-102.28,214947
Owerri,Owerri,Nigeria,5.493,7.026,215038
Hickory,Hickory,United States,35.7425,-81.323,215120
Biysk,Biysk,Russia,52.5341,85.18,215430
Mulhouse,Mulhouse,France,47.7504,7.35,215454
Kielce,Kielce,Poland,50.8904,20.66,215733
Roanoke,Roanoke,United States,37.2784,-79.9581,215793
Trieste,Trieste,Italy,45.6504,13.8,216035
San Bernardino,San Bernardino,United States,34.1412,-117.2936,216239
Groningen,Groningen,Netherlands,53.2204,6.58,216688
Rybinsk,Rybinsk,Russia,58.0503,38.82,216724
Gilgit,Gilgit,Pakistan,35.9171,74.3,216760
Colombo,Colombo,Sri Lanka,6.932,79.8578,217000
Denow,Denow,Uzbekistan,38.2772,67.8872,217274
Orléans,Orleans,France,47.9004,1.9,217301
Sibolga,Sibolga,Indonesia,1.75,98.8,217312
Mallawi,Mallawi,Egypt,27.7304,30.84,217365
San Pedro de Macorís,San Pedro de Macoris,Dominican Republic,18.4504,-69.3,217899
Potsdam,Potsdam,Germany,52.4004,13.07,218095
Imperatriz,Imperatriz,Brazil,-5.52,-47.49,218106
Bertoua,Bertoua,Cameroon,4.5804,13.68,218111
Dodoma,Dodoma,Tanzania,-6.1833,35.75,218269
Wuhai,Wuhai,China,39.6647,106.8122,218427
Thousand Oaks,Thousand Oaks,United States,34.1914,-118.8755,218548
Velikiy Novgorod,Velikiy Novgorod,Russia,58.5,31.33,218717
Baghlan,Baghlan,Afghanistan,36.1393,68.6993,218748
Gabès,Gabes,Tunisia,33.9004,10.1,219517
Thanjavur,Thanjavur,India,10.7704,79.15,219571
Lhasa,Lhasa,China,29.645,91.1,219599
Polokwane,Polokwane,South Africa,-23.89,29.45,220045
Cabanatuan,Cabanatuan,Philippines,15.5021,120.9617,220250
Babruysk,Babruysk,Belarus,53.1266,29.1928,220517
Córdoba,Cordoba,Mexico,18.9204,-96.92,220563
Blagoveshchensk,Blagoveshchensk,Russia,50.2666,127.5333,221296
Shakhty,Shakhty,Russia,47.7204,40.27,221312
Appleton,Appleton,United States,44.2775,-88.3896,221379
Formosa,Formosa,Argentina,-26.1728,-58.1828,221383
Tapachula,Tapachula,Mexico,14.9,-92.27,221521
Amol,Amol,Iran,36.4713,52.3633,221650
Neyshabur,Neyshabur,Iran,36.22,58.82,221700
Gueckedou,Gueckedou,Guinea,8.554,-10.151,221715
Banja Luka,Banja Luka,Bosnia And Herzegovina,44.7804,17.18,221738
Itabuna,Itabuna,Brazil,-14.7896,-39.28,221938
Arar,Arar,Saudi Arabia,30.99,41.0207,222016
Gulfport,Gulfport,United States,30.4271,-89.0703,222131
Hancheng,Hancheng,China,35.4704,110.43,222135
Colima,Colima,Mexico,19.23,-103.72,223287
McKinney,McKinney,United States,33.1989,-96.6678,223422
Narayanganj,Narayanganj,Bangladesh,23.6204,90.5,223622
Okara,Okara,Pakistan,30.8104,73.45,223648
Adıyaman,Adiyaman,Turkey,37.7704,38.2799,223744
Haeju,Haeju,"Korea, North",38.0394,125.7144,224231
Nicosia,Nicosia,Cyprus,35.1667,33.3666,224300
Nagercoil,Nagercoil,India,8.1804,77.43,224329
Vitoria,Vitoria,Spain,42.85,-2.67,224578
Nacala,Nacala,Mozambique,-14.5186,40.715,224795
Sucre,Sucre,Bolivia,-19.041,-65.2595,224838
Tanga,Tanga,Tanzania,-5.07,39.09,224876
Matsumoto,Matsumoto,Japan,36.2404,137.97,224926
Bạc Liêu,Bac Lieu,Vietnam,9.2804,105.72,225000
Karnal,Karnal,India,29.6804,76.97,225049
Skikda,Skikda,Algeria,36.8804,6.9,225181
Nyanza,Nyanza,Rwanda,-2.3496,29.74,225209
Juazeiro do Norte,Juazeiro do Norte,Brazil,-7.21,-39.32,225230
Novi Sad,Novi Sad,Serbia,45.2504,19.8499,225457
Mubi,Mubi,Nigeria,10.2703,13.27,225705
Sikasso,Sikasso,Mali,11.3204,-5.68,225753
Kolpino,Kolpino,Russia,59.73,30.65,225801
Groznyy,Groznyy,Russia,43.3187,45.6987,226100
Sabzewar,Sabzewar,Iran,36.22,57.63,226183
Monywa,Monywa,Burma,22.105,95.15,226222
Chuncheon,Chuncheon,"Korea, South",37.8747,127.7342,226509
Chon Buri,Chon Buri,Thailand,13.4004,101,226618
Tanjungpinang,Tanjungpinang,Indonesia,0.9168,104.4714,226666
Gusau,Gusau,Nigeria,12.1704,6.66,226857
Liaocheng,Liaocheng,China,36.4304,115.97,226930
Starsy Oskol,Starsy Oskol,Russia,51.3004,37.84,226977
Quillacollo,Quillacollo,Bolivia,-17.4,-66.28,227052
Pondicherry,Pondicherry,India,11.935,79.83,227411
Hyeson,Hyeson,"Korea, North",41.3927,128.1927,227461
Iquique,Iquique,Chile,-20.25,-70.13,227499
Nassau,Nassau,"Bahamas, The",25.0834,-77.35,227940
Miri,Miri,Malaysia,4.3999,113.9845,228212
Petropavlovsk,Petropavlovsk,Kazakhstan,54.88,69.22,228238
Er Rachidia,Er Rachidia,Morocco,31.9404,-4.45,228489
Beipiao,Beipiao,China,41.81,120.76,228515
Brownsville,Brownsville,United States,25.9981,-97.4566,228534
Uitenhage,Uitenhage,South Africa,-33.7596,25.39,228912
Bharatpur,Bharatpur,India,27.2504,77.5,229384
Nawabshah,Nawabshah,Pakistan,26.2454,68.4,229504
Kennewick,Kennewick,United States,46.1979,-119.1732,229624
Noginsk,Noginsk,Russia,55.8704,38.48,229731
Noginsk,Noginsk,Russia,64.4833,91.2333,229731
Tlimcen,Tlimcen,Algeria,34.8904,-1.32,229777
Magdeburg,Magdeburg,Germany,52.1304,11.62,229826
Nukus,Nukus,Uzbekistan,42.47,59.615,230006
Nashua,Nashua,United States,42.7492,-71.491,230061
Zinder,Zinder,Niger,13.8,8.9833,230358
Santarém,Santarem,Brazil,-2.4333,-54.7,230428
Ilhéus,Ilheus,Brazil,-14.78,-39.05,230622
Zhangye,Zhangye,China,38.93,100.45,230728
Syktyvkar,Syktyvkar,Russia,61.66,50.82,230910
Visalia,Visalia,United States,36.3271,-119.3265,231159
Hailar,Hailar,China,49.2,119.7,231171
Osnabrück,Osnabruck,Germany,52.2804,8.05,231268
Debrecen,Debrecen,Hungary,47.5305,21.63,231286
Ngaoundéré,Ngaoundere,Cameroon,7.3204,13.58,231357
Winter Haven,Winter Haven,United States,28.0126,-81.7021,231412
Shishou,Shishou,China,29.7004,112.4,231787
Al Fallujah,Al Fallujah,Iraq,33.3477,43.7773,231819
Saidpur,Saidpur,Bangladesh,25.8004,89,232209
Hetauda,Hetauda,Nepal,27.4167,85.0334,232334
Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,8.4,99.97,232335
Ploiești,Ploiesti,Romania,44.9469,26.0365,232542
Maradi,Maradi,Niger,13.4916,7.0964,232555
Kremenchuk,Kremenchuk,Ukraine,49.0835,33.4296,232742
York,York,United States,39.9651,-76.7315,232796
Clermont-Ferrand,Clermont-Ferrand,France,45.78,3.08,233050
Fremont,Fremont,United States,37.5256,-121.987,233136
Rancagua,Rancagua,Chile,-34.17,-70.74,233268
Evansville,Evansville,United States,37.9882,-87.5339,233353
Zabol,Zabol,Iran,31.0215,61.4815,233968
Nizhnekamsk,Nizhnekamsk,Russia,55.6404,51.82,234297
Dili,Dili,Timor-Leste,-8.5594,125.5795,234331
Singaraja,Singaraja,Indonesia,-8.1152,115.0944,234468
Santa Ana,Santa Ana,Bolivia,-13.76,-65.58,234478
Santa Ana,Santa Ana,El Salvador,13.9946,-89.5598,234478
Zacatecas,Zacatecas,Mexico,22.7704,-102.58,234481
Porbandar,Porbandar,India,21.67,69.67,234684
Punto Fijo,Punto Fijo,Venezuela,11.72,-70.21,234736
Türkmenabat,Turkmenabat,Turkmenistan,39.11,63.58,234817
Ibb,Ibb,Yemen,13.9759,44.1709,234837
Kismaayo,Kismaayo,Somalia,-0.3566,42.5183,234852
Garland,Garland,United States,32.91,-96.6305,234943
Kediri,Kediri,Indonesia,-7.7896,112,235143
Boa Vista,Boa Vista,Brazil,2.8161,-60.666,235150
Palmas,Palmas,Brazil,-10.2377,-48.2878,235315
Jizzax,Jizzax,Uzbekistan,40.1004,67.83,235352
Lübeck,Lubeck,Germany,53.8704,10.67,235390
Yakutsk,Yakutsk,Russia,62.035,129.735,235600
Oviedo,Oviedo,Spain,43.3505,-5.83,235651
Sahiwal,Sahiwal,Pakistan,30.6717,73.1118,235695
Luton,Luton,United Kingdom,51.8804,-0.42,235958
Springs,Springs,South Africa,-26.2696,28.43,236083
Dera Ghazi Khan,Dera Ghazi Khan,Pakistan,30.0604,70.6351,236093
Tours,Tours,France,47.3804,0.6999,236096
Monclova,Monclova,Mexico,26.9,-101.42,236244
